id,text,label,reader_polarity,writer_polarity,user_id,split,text_orig,bertscore_p,bertscore_r,bertscore_f1
wrime_21615,通帳の一部が見つかりましたが、印鑑はまだ見つかりません。,neg,-1,1,45,train,通帳の一部見つかったけど印鑑今も見つからなくてワロタね,0.79955685,0.7787381,0.78901017
wrime_24618,うまくいってますから！」というメールに、「心底ばかだなぁ」と呆れた。「幼稚すぎる」と改めて思った。「早く見切って正解」だと思った。,neg,-1,-1,59,train,負け惜しみ「うまくいってますから！」というメールに、心底ばかだなぁと呆れた。あーゆー輩と仕事しなくていい幸い、早く見切って正解だと改めて思う。やべーよな、幼稚すぎる。,0.93412536,0.8552393,0.8929435
wrime_16752,10万円をもらったら、主に自分の好きなものに使いたいです。あと、函館にも行きたいです。,pos,1,1,22,train,10万円もろたら、主に自分の周りの好きなものに使おっと。あと函館。,0.8593706,0.86625445,0.86279875
wrime_32111,なんとなく分かっていること」でも、「他の人が同じこと言ってる」と「安心する側面」があるかもしれません。つまり、「言語化」することで、「誰かの役に立てる」可能性があります。,pos,1,1,76,train,"なんとなく分かっていることでも、他の人が同じこと言ってると安心する側面あるかも。
つまり、言語化することで、誰かの役に立てるかも。",0.87450683,0.94439083,0.90810627
wrime_34244,2人とか、マジですか？（いろいろな意味で。,neu,0,2,79,train,2名とかマジかー（いろいろな意味で,0.8814712,0.9044676,0.8928214
wrime_31698,今日から、何でも持って帰って食べると、消費税は8%です。,neu,0,0,76,train,今日からは、何でも持ち帰って食べちゃえば消費税8%なんだっけ！？,0.8803014,0.8073658,0.8422576
wrime_13693,そういえば、DDR（ダンスダンスレボリューション）を遊びました。1杯分のご飯のカロリーを消費しました。やった！楽しく体を動かせて、とてもいいゲームですね。しかも安いです！。,pos,2,1,19,train,そういやDDR、ご飯1杯分のカロリーを消費しました。やったー！楽しく体動かせてめっちゃいいゲームだなー、しかも安い！！,0.84409946,0.8618785,0.85289633
wrime_3271,駅前に、牛丼屋や大戸屋みたいな定食屋がないので、飲み屋しかないのは、すごく不便です。本音を言うと、引っ越したいです。例えば、隣の市とか。,neg,-1,1,6,train,しっかし駅前に牛丼屋や大戸屋みたいな定食屋がなくて飲み屋しかないってすごく不便。本音を言うなら引っ越したい。例えば隣の市とか,0.9191943,0.9272828,0.9232208
wrime_25349,Java や JavaScript を学んでいたけど、理解できなかったんだね。文系の人かもしれないね。遅すぎるという自覚があるんだね。,neg,-1,0,59,train,JavaもJavascriptも修めたけど理解できないままだったな。わたし文系なのかな。遅すぎる自覚。,0.82058513,0.8478479,0.8339938
wrime_5843,初回盤を何枚買うのがいいですか？。,pos,2,2,9,train,初回盤…！何枚…買えば！いいですか……！！！,0.82014835,0.7135312,0.76313394
wrime_31154,あたまいでえ、寝ても治んない。,neg,-1,-2,74,train,あたまいでえ 寝ても治んねえ,0.9206478,0.9419707,0.9311872
wrime_28733,キャンペーンの終わりには、絶対に人が増えるから、早めに開設してくれるといいのだけれど。,neu,0,0,66,train,キャンペーン終盤は絶対スプ広がるから早めに開設通ってくれるといいのだけれど,0.84779036,0.8796317,0.8634176
wrime_31788,ジャニーズと診断メーカーは、とても強いです！。,neu,0,1,76,train,ジャニーズと診断メーカー、強い！,0.8655631,0.92246443,0.89310837
wrime_31718,最初に、結論を言うと、「冒頭の10秒以内に結論を言う」ことをオススメします。話す場合は3秒以内が望ましいです。,neg,-1,0,76,train,"冒頭の10秒以内に結論を言う！これオススメ。
できれば3秒以内が望ましいけど、話す場合はちょっと無理かな^^;",0.87881804,0.8433352,0.86071116
wrime_848,1000万円や500万円を寄付している人がいて、すごいです。,neu,0,1,2,train,1000万円とか500万円寄付してる人いてすごい ,0.87614286,0.8938858,0.8849254
wrime_18586,今夜、米がなくなります」ということです。,neg,-1,-1,34,train,"【悲報】
次の買い出しを日曜日に予定しているのに、我が家の米が今夜分で終了。配分ミスった…！！",0.7613953,0.67280465,0.7143638
wrime_30083,先週から仕事が忙しくて、寝る時間がありませんでした。とても悲しいです。でも、オリンピックのチケットが当たりました！嬉しいです！男子サッカーの準決勝が埼スタで行われます。A席です。楽しみです！。,pos,2,2,71,train,先週から仕事の山で寝る暇なくて本当に悲しいんだけど、オリンピックチケット当たったーー！！嬉しい！しかも男子サッカー準決勝@埼スタ。A席だよ！！楽しみだなあ♥_,0.8008181,0.80627906,0.80353934
wrime_1939,ちゃぐりーさんは、配信を見ると、わちゃわちゃしているけど、写真からは、美人そうな雰囲気が出ています。,pos,1,1,4,train,ちゃぐりーさんは配信見るとわちゃわちゃしてるけど、写真からは美人そうな雰囲気がでてる。,0.93149483,0.9528434,0.9420482
wrime_25343,お金をおろしておくと、安心です。 書店で、お財布を開くと、鼻水が出そうになります。びっくりします。,neu,0,0,59,train,財布の中に千円しかないからお金をおろしておかないと……。書店で財布開いて鼻水が出そうになった。びっくり。,0.8643413,0.81282556,0.8377922
wrime_19082,実験は大変でしたが、美味しいものを食べて、面白い話を聞けたので、明日も頑張ります。,pos,1,2,36,train,実験なかなか大変なやつ選んでしまったかなと思ったけども、そのあと美味しいものご馳走になったし、面白い話聞けたのでよかった。明日もがんばる,0.84050757,0.7661747,0.8016216
wrime_8061,初心者にもわかりやすい日本語で説明します。 「情弱」とは、情報技術に堪能な人たちと比較して、知識や経験が少ない人たちを指します。 この言葉は、インターネット上でよく使われ、批判的な意味で使われることが多いです。 しかし、情弱という言葉は、情報技術に堪能な人たちが、初心者に対して親切に教えてあげることで、改善することができます。 そのため、情弱という言葉を使うのではなく、「初心者」という言葉を使って、情報技術に堪能な人たちが、初心者に対して親切に教えてあげることをお勧めします。,neu,0,-1,12,train,情弱,0.5188685,0.76976764,0.61989284
wrime_24307,非線形関数のモデルを使用できない場合、パラメータの部分に非線形要素を丸投げし、機械学習で逐次更新することを考えています。トレードに機械学習要素を試験的に導入しようとしています。,pos,1,0,58,train,非線形関数のモデルを考慮できないのならばパラメータの部分に非線形要素を丸投げして機械学習でオンラインで逐次更新していけばいいのではって考えのもとで試験的にトレードに機械学習要素を導入しようと考えている,0.9039221,0.86402035,0.8835209
wrime_31083,お腹いっぱいに、チーズバーガー味と辛口味のお菓子を、たくさん食べてしまいました。でも、もうお腹いっぱいで、食べたくないのに、食べてしまいました。ダイエットは、心に健康じゃないと、思います。,neg,-1,-2,74,train,普段の食のストレスでチートデーが終わる前に最後の追い込みプチのイーグルスチーズバーガー味とチートス旨辛味が止まらんかった。胃的にはもういらないのに食べたい。嘔吐恐怖気味なのに過食嘔吐するんじゃないかの勢いで満腹に詰め込む詰め込む。なんだかダイエットって心に健康じゃないなぁ。,0.7839586,0.745516,0.7642542
wrime_18158,頑張るぞ」という意味は、「頑張ろう」と同じです。日本語で「頑張る」という言葉は、「努力する」「頑張る」「頑張るぞ」という意味があります。この文は、「私は努力する」という意味です。,pos,1,-2,30,train,頑張るぞぉ,0.6558923,0.83679914,0.73538315
wrime_6894,研究室が避暑地です。,neu,0,1,11,train,研究室が避暑地,0.8912132,0.93731165,0.9136813
wrime_12161,ついに、彼女を作ることにした僕。,pos,1,-1,17,train,ついに彼女を創るという暴挙にでた俺。,0.83115786,0.7733281,0.80120087
wrime_21015,半年ぶりに、自分のアパートで寝ることになりました。ジャペンの撮影以来です。,neu,0,1,45,train,自分のアパートで寝るのジャペンの撮影の時以来だから半年振りか,0.8120534,0.85218495,0.83163536
wrime_27969,今日と明日は、危ないことをしないで、家でゆっくりしているといいです。,neg,-1,-1,66,train,危ないことしてるし今日明日は謹慎したほうが良さそう,0.7559647,0.7772604,0.7664647
wrime_8915,ごはんができるのを待っています。炊きたてのごはんは、なんであんなにあったかいんでしょう。そっと食べないと、火傷しちゃうよね。,pos,1,1,13,train,ごはんが炊けるの待ってる。炊きたてのごはんってなんであんなにあったかいんだろう。そっと食べないと火傷しちゃうよね。,0.9330797,0.9487425,0.94084597
wrime_31215,タオルを使っていると、タオルからエンドレスに紫色の液体が出ることがあります。この問題を解決するには、タオルをよく乾かすことをお勧めします。タオルを乾かすことで、タオルから液体が出ることを防ぐことができます。,neu,0,-1,74,train,オーケーグーグル タオルからエンドレス紫汁出るの直して,0.61016357,0.7191157,0.6601746
wrime_8538,デカフェのコーヒーを飲んで、だらだらできる休日の夜は最高です。,pos,1,1,12,train,デカフェのコーヒー飲んでだらだら出来る休日の夜最高だな…,0.89268595,0.88445276,0.8885503
wrime_28878,おさかな券はまだですか？。,neu,0,0,66,train,おさかな券はまだですか,0.9322744,0.9598956,0.9458834
wrime_23095,良い家具が欲しいです。,neu,0,1,55,train,良い家具が( ゜д゜)ホスィ…,0.82297313,0.7230977,0.7698095
wrime_34839,毎日遅くまでお疲れさまです。 月に 1 回、徹夜で作業をすることもありましたね。 夢にも思わなかったでしょうが、今、フィンランドにいます。 美しい自然と、温かい人たち、そして自分を大切に生きています。 これからもっと良くしていきますので、がんばってください。,pos,1,1,80,train,"毎日遅くまでお疲れさん。
月イチで徹夜作業もあったね。
夢にも思ってないだろうけど、今、フィンランドに居るよ。
美しい自然と温かい人と、そして自分を大事に生きてるよ。
これからもっと良くしていくからね。がんばれ。",0.8623544,0.8899951,0.8759567
wrime_32217,僕は、レンタサイクルのお店を開きたいと考えたことがありました。 儲けるのが難しいと判断し、断念しました。もしやっていたら、コロナショックで閉店していたかもしれません。,neg,-1,-1,76,train,"僕はレンタサイクルのお店を開くことを計画したことがあった。

断念した理由は、儲けるのが難しいと判断したため。で、もしやってたら、コロナショックで閉店していたかもしれん。",0.93170226,0.91816103,0.9248821
wrime_18907,モーツァルトの「アイネクライネナハトムジーク」は、本当に素晴らしい音楽です。,neu,0,-1,35,train,ソレソシレまじでモーツァルトのアイネクライネナハトムジーク,0.7770404,0.79531807,0.786073
wrime_25464,おはようございます。今週は、本業の合間でUdemyを使ってフォトショとイラレのスキルをアップさせます。,pos,1,1,60,train,おはようございます。さて、今週は本業の片手間にUdemyでフォトショイラレをスキルアップさせます。,0.91580963,0.89995426,0.9078127
wrime_27641,テレビの音が大きくて、苦手です。スーパー銭湯や待合室など、自分で消すことができない場所で、ずっと流れているのが、しんどいです。代わりに、プロフェッショナルな仕事の流儀や、ナショナルジオグラフィックなどを、ずっと流していてほしいです。,neg,-1,-2,63,train,テレビのやかましさが本当に苦手。スーパー銭湯とか何かの待合室とか、自分が消すわけにいかない場所で垂れ流しなのがしんどい。もっとこう、プロフェッショナル仕事の流儀とかナショナルジオグラフィックとかを延々と流していてほしい。,0.8624921,0.82333344,0.84245795
wrime_21305,相模原の人たちがオロチさんを活動再開させてくれると嬉しいです。,pos,1,0,45,train,相模原勢総出でオロチさんを活動復帰させてくれ好きなんだ,0.8059066,0.81146646,0.808677
wrime_24329,前回申し込み忘れたので、さっきハルの分申し込みました。,pos,1,0,58,train,なんちゃら情報なんちゃら　会社に受けろって言われたけど前回申込み忘れてたのでさっきハルの分申し込んだ,0.879529,0.7755471,0.8242717
wrime_33711,市民は火葬料が無料で、市民区民はその恩恵を受けています！。,pos,1,1,79,train,市民は火葬料無料という市民区民は恵まれていると思います！,0.8647499,0.8866765,0.87557596
wrime_2525,西船橋にいます。,neu,0,0,6,train,西船橋なう,0.7411674,0.79284054,0.76613367
wrime_24451,さて、働きましょう。,neu,0,0,59,train,さて働くか〜〜。,0.8180373,0.7614808,0.7887465
wrime_16520,電車に乗ると、泣きそうになるけど、自分をコントロールしましょう！。,pos,1,2,22,train,行きの電車から涙出そうだけどSELF CONTROL!!だよ,0.7510922,0.7650139,0.75798905
wrime_2722,ヨドバシカメラ秋葉原店に来ています。,neu,0,0,6,train,ヨドバシAKIBAなう,0.7597,0.7828848,0.77111816
wrime_7137,絶起」は、「起きられない」という意味です。,neg,-1,-2,11,train,絶起,0.6782757,0.821324,0.7429771
wrime_19190,福山雅治さんが結婚したことを知って、今日はバイトをがんばれないと思っています。,neg,-1,-2,36,train,福山雅治が結婚したこと知ってしまったので今日バイト頑張れない,0.82704407,0.86399615,0.8451164
wrime_7995,しかし、みなさんが話していた連休中ですよね？ それが見事に当たっています。 すごいですね！。,pos,1,0,12,train,しかしみなさんが言っていた連休中なのでは説見事に当たっている すごい,0.8551368,0.8760723,0.865478
wrime_16585,冬の北海道に行きたいです。雪まつりも見たいです。,pos,1,1,22,train,雪まつり！札幌行きたいよ〜〜雪まつりじゃなくても冬の北海道に行きたい,0.8276379,0.8001952,0.81368524
wrime_18753,ストラップ、昔のものですね。,neu,0,0,35,train,ストラップ昔のやつだ〜,0.8370104,0.86173785,0.84919417
wrime_31001,こんなに体が疲れているのに、どうして眠れないんだろう？。,neg,-1,-2,74,train,こんなに体調悪いのになんで眠れないんだ、体よ,0.8275916,0.86073595,0.84383845
wrime_12132,ホライゾンストーリーをクリアできました！。,pos,1,1,17,train,ホライゾンストーリークリアできた〜ヽ(´▽｀)/,0.87113637,0.79292786,0.8301943
wrime_12833,食欲なくなる」と言う子ほど、太っていることが多いです。これは、アニメの世界ですね。,neu,0,-2,18,train,食欲なくなるしって言う子ほど太っている。これがアニメか(^q^),0.83795947,0.7968905,0.8169091
wrime_9358,帰りたい、眠りたい、それと同じくらい大きな声で歌いたい。,pos,1,-1,13,train,帰りたい 眠りたい それと同じくらい大声で歌いたい,0.87689984,0.9122468,0.89422417
wrime_13378,タグをつけるのを忘れた、という意味ですね。 「タグをつけるのを忘れた」という文を、平易化します。 「タグをつけるのを忘れた」 この文は、元の文と同じ意味・意図・感情を持っています。 平易化の原則に沿って、以下のように書き換えました。,neg,-1,-2,18,train,タグつけ忘れたー(´д｀|||),0.68386734,0.68732554,0.68559206
wrime_28050,7月は忙しいから、SFDゲームが開催されないなら、トレードしないつもりでいるけど、何だかんだでチャートを見て分析してしまいそうです。,neu,0,1,66,train,7月は忙しいからSFDゲームが開催されなければトレードしないつもりでいるけど何だかんだで惰性でチャート見て分析してそう,0.9042655,0.9127643,0.908495
wrime_3097,お医者さんに行って、風邪で胃腸が悪くなっていたと言われました。今日は早く寝て、明日に備えます。,neu,0,-2,6,train,お医者さん行って来ました。風邪で胃腸がやられてたみたいです。今日は早く寝て明日に備えます,0.89022624,0.90477085,0.8974396
wrime_24997,外国人が多い飲食店は、美味しいということが多いです。反対に、外国人が減った飲食店は、味が落ちているということがあります。不思議です。,neu,0,0,59,train,観光地の飲食は、外国人の多いところにほぼハズレがない。不思議。外国人が減った店は味が落ちてる。不思議。,0.8223009,0.839473,0.8307982
wrime_8280,こたつ机で、長時間作業をしていたら、首と肩が痛くなって、気持ち悪くなりました。,neg,-1,-1,12,train,こたつ机でめちゃくちゃ作業捗らせてたら首と肩の痛みで気持ち悪くなったのでだうん_:(´_`」 ∠):,0.84242266,0.7633688,0.8009498
wrime_5915,タグが流行りに入るため、ツイートのいいね数を増やすため、フォロワー数を増やすための、ただの駒として存在している人です。 駒として存在することに、無性に喜びを感じるタイプの人です。,pos,1,1,9,train,"タグがトレンドに入るためだったり、ツイートのいいね数を増やすためだったり、フォロワー数を増やすためのただの駒として存在していたい
駒として存在することに無性に喜びを感じるタイプの人間です",0.9319546,0.9102782,0.92098886
wrime_9176,昨日の夜から4回、アラートが鳴りました。避難の準備をしてください、という意味です。リュックを玄関に置き、スマホを充電しています。,neg,-1,-1,13,train,昨日の夜から4回アラートが鳴った。避難準備しろってことなのでリュックを玄関に置いてスマホを充電中。,0.86718166,0.89970875,0.8831458
wrime_23917,自然数」という言葉を使わない方がいいと言われ、「そうか」と思った。,pos,1,0,58,train,自然数という言葉を使わない方がいいと言われて確かにとなった,0.8836448,0.91319907,0.8981789
wrime_17862,世界で一番大きな本は、ギネスに登録されている「ギネス世界記録」です。この本は、1959年に初めて出版され、今でも毎年更新されています。この本には、世界中の様々な記録が掲載されています。例えば、世界で一番高い山、世界で一番長い川、世界で一番大きな動物などです。,neu,0,0,30,train,ギネス,0.49081433,0.76196575,0.5970461
wrime_22264,自作PCの情報を集めるのが大好きな人にとって、Intelのニュースは「RIP Intel」という言葉でトレンドになっているのは面白いですね。,neg,-1,0,48,train,トレンドにRIP Intelワロタ。自作PCの情報集めるの大好きだけど実際作ったことない,0.78377014,0.80608004,0.7947686
wrime_7922,かめのこ、どっちん♪。,neu,0,1,12,train,かめのこどっちん♪,0.91374636,0.9390259,0.9262136
wrime_28792,普段使わない取引所の2FAが入っているから、ちょっとログインしたい時に、めんどくさいですよね。,neg,-1,-1,66,train,普段使わない取引所の2FAが入ってるからちょっとログインしたくなったって時にめんどくさい,0.8865347,0.9051105,0.8957263
wrime_825,街中に、N95マスクをつけた人がいるのは、本当ですか？。,neu,0,-1,2,train,街中にN95マスクつけてるマンおるのマジか…… ,0.77401704,0.77201456,0.7730145
wrime_28690,合宿に参加したいです。,pos,1,0,66,train,スキャ合宿やりたい,0.7226369,0.7902089,0.7549138
wrime_16288,子どもが大きくなって、もう心配することは少なくなったので、最近は自分のことばっかり考えているようです。自由になれることを求めて、自由になっているということです。,neu,0,-2,21,train,思い悩めるほどの余裕があるということか。そうだな。子どもも、もうずっと見ていないと危険、というわけではない年になったし、最近自分のことばっかり考えてる気がする。自由を求めて自由になれることばかり考えてる。,0.8448864,0.8039462,0.82390803
wrime_8867,彼の歌声は、ビブラートの幅が不規則であるとか、倍音がきれいであるとか、私にはわからないけど、私はそういった知識を持っていないし、人より聴力が少し弱いけど、内臓に響く声というのは、単純に感動する。音楽は、聴く人が聴いたらクソでも、聴く人が聴いたら宝石であるというところが好きです。,pos,1,2,13,train,彼の歌声はビブラートの幅が不規則だとか倍音が綺麗だとか言われても全くわからんけど、私はそういった知識を全く持っていないし人より聴力が少し弱いけど内臓に響く声っていうのは単純に感動する。音楽は聴く人が聞いたらクソでも、聴く人が聞いたら宝石だっていうところが好きです。,0.94333357,0.9397224,0.94152457
wrime_34775,自分でもよく分からないうちに、ある募集に応募してみました。 受かったらどうしよう...と思う反面、それを望んでいるのかな、とも思います。。(゚.゚。,neu,0,1,80,train,"自分でもよく分からないうちに、とある募集に応募してみました。
受かったらどうしよう…と思う反面、それを望んでいるのかな、とも思います。。(゜.゜)",0.9890651,0.98841506,0.98873997
wrime_23424,"えっ、風紀委員なのに手錠も持ってないの！？ (Translation: Oh my, the student council member doesn't even have handcuffs!?",neu,0,0,58,train,えっ、風紀委員なのに手錠も持ってないの！？,0.69643545,0.9510075,0.80405253
wrime_24982,ネトフリドラマで、堕胎に飲み薬を使って「黄体ホルモンなんちゃら数日で出てきます」と簡単にやっていました。日本にも、この堕胎薬が上陸するかもしれません。ピルの認可には時間がかかるため、安全性の問題があるかもしれません。,neg,-1,0,59,train,今みているネトフリドラマで、堕胎に飲み薬を使って「黄体ホルモンなんちゃら数日で出てきます」と簡単にやってて、いずれ日本に上陸かーと思いました。ピル認可にこれだけ時間がかかるなら安全性の問題でありえないか？,0.8871104,0.8903949,0.8887496
wrime_22838,実家で暮らすようになってから、仕事のやる気スイッチがますますつかなくなっています。やっぱり一人暮らしがいいな〜。,neg,-1,-1,54,train,実家ぐらしになってから仕事やる気スイッチがますますつかなくなってる！！やっぱり一人暮らしだな〜,0.8696328,0.88859504,0.8790117
wrime_25195,烏丸でも本屋がありましたが、入りませんでした。今は、志賀直哉の短編集一冊しか持っていません。明日、何か買いたいです！。,neu,0,0,59,train,烏丸でも本屋が目についたけど入らなかったな。今は志賀直哉の短編集一冊しか持たない。明日何か仕入れる！,0.85792434,0.87970734,0.86867934
wrime_1165,これは、男性がやっているのしか見たことがないという意味です。,neu,0,-2,2,train,これは偏見なんですが、男がやってるのしか見たことないですね,0.8566585,0.8526472,0.8546482
wrime_17624,一生美白ケアしていきたい」という思いを、初心者にも読みやすい文に書き換えます。 「一生美白ケアしていきたい」という意味は、「ずっと美白ケアを続けていきたい」ということです。 「美白ケア」とは、肌の色を白くすることを指します。 「所存」という語は、「思い」や「考え」を表します。 「一生美白ケアしていきたい所存」という文は、「ずっと美白ケアを続けていきたい」という意味です。,pos,1,1,30,train,一生美白ケアしていきたい所存,0.6979067,0.8422373,0.7633092
wrime_11782,家に帰りました。,neu,0,1,17,train,無事帰宅。,0.72606266,0.74748474,0.7366179
wrime_18336,会計処理は、間違わないように注意しましょう。ミスを防ぐために、何度も確認してください。,neg,-2,-2,32,train,ああー、会計処理は間違っちゃいかんわぁ・・・ミス・・・,0.6653535,0.6732629,0.6692848
wrime_17416,ねむいです。,neu,0,0,30,train,ねむみ,0.73267215,0.7823043,0.7566752
wrime_30974,藤原竜也さんが出ているんですね！。,neu,0,1,74,train,ん…？藤原竜也出てるんか！,0.79369736,0.7965546,0.79512346
wrime_3381,これで、えこひいきの自意識過剰な講師の研修を受けなくてもいいです。 (※ この文は、元の文の重要な意味・意図・感情を保持しつつ、平易化しています。,neu,0,-2,6,train,これでえこひいきの自意識過剰な講師の研修を受けなくてすむ（といいつつ1回も受けていない）,0.7995021,0.85734177,0.8274123
wrime_7873,もずくに含まれるフコイダンは、尿酸値を下げる効果があると言われています。,neu,0,1,12,train,もずくに含まれるフコイダンは尿酸値を下げる メモ,0.8849972,0.9779067,0.9291351
wrime_3309,お腹がすいてないけど、夕飯までに何も食べないのは辛いですね。 そんな時は、立ち食い寿司や回転寿司がお勧めです。 何が言いたいかというと、夕飯が海鮮食べ放題の飲み会なので、昼飯に回転寿司を食べるくらいのお魚好きということを言いたいのです。,pos,1,2,6,train,"そんなにお腹がすいてないけど夕飯までなにも食べないのは辛い。。
そんなあなたには立ち食い寿司か回転寿司をおすすめしたい。
何が言いたいかというと夕飯が海鮮食べ飲み放題の飲み会なのに昼飯に回転寿司を食べるくらいのお魚好きということを言いたいのです。",0.94037867,0.93544203,0.9379039
wrime_34138,大きな会社では、社内の各部門のデータベースを統合するのは大変です。,neg,-1,-2,79,train,巨大企業だと社内の各部門のデータベース統合だけでも大変なのに…,0.8590802,0.8270582,0.8427651
wrime_9143,今夜の月は、とっても鋭いです。刺さりそうです。帰宅しました。 あのような鋭い刃物でできた傷は、内出血も少なく、痛みもまあまあです。 何事も、サックリといきましょう。わかったら、早く寝ましょう。,pos,1,-1,13,train,今夜の月は一段と尖っていて振り下ろしたらサックリ刺さりそうやなと思いながら帰宅しました。ああいう切れ味のいい刃物でできた傷は内出血も少なくて割と早く治ります。痛みもまあまあです。何事もサックリいきましょう。わかったら早く寝ろ。,0.88858545,0.83521175,0.86107224
wrime_24163,あと4日頑張れば、3連休です。,pos,1,1,58,train,あと4日頑張れば3連休　あと4日頑張れば3連休　あと4日頑張れば3連休,0.838519,0.8598252,0.8490384
wrime_2620,来月、買うペンタブを決めました！。,pos,2,2,6,train,来月買うペンタブ決めたよ！,0.8700031,0.9058411,0.8875605
wrime_7565,5連休が始まりました！しかし、雨ですね。,neu,0,0,11,train,5連休が始まった！！しかし雨！！,0.87242126,0.9029852,0.88744015
wrime_5994,メレンゲにルームシェアーズが出ていると、とても嬉しいです！。,pos,2,2,9,train,メレンゲにルームシェアーズ出てんの興奮する！！,0.7909833,0.8320857,0.8110141
wrime_13847,今、すごく幸せ」と思っちゃった。,pos,2,2,19,train,あっなんか今すごい幸せだなって思っちゃった,0.8238332,0.7975019,0.8104538
wrime_14387,岡崎律子さんの歌を聞き返して、「もう15年以上前に亡くなったんだ...」と思って、すごく悲しくなりました。すごく優しい曲を作って歌っていた方でした。,neg,-1,0,19,train,岡崎律子さんの歌を聞き返してたら「もう15年以上前に亡くなったのか…」と思ってすごく悲しくなってきた。すごく優しい曲を書いて歌われる方だったな…,0.93664116,0.9230248,0.92978317
wrime_19795,コロナが増えているので、怖いです。,neg,-2,-2,38,train,コロナ増えてて怖い,0.7716716,0.8170109,0.79369426
wrime_14065,もうすぐ、ノロケっぽいツイートをしてもいいかなと思っていたのに、娘が私のツイッターを見ていると知って、とても書きづらいです。,neg,-1,0,19,train,そろそろノロケっぽいツイートしていってもいいかなと思ってたのに娘が私のツイッター見てると知って、とても…とても書きづらい…,0.92020464,0.89281327,0.9063021
wrime_21949,旅行に行くことができるのは、いいですね。,pos,2,1,46,train,GOTOトラベル継続、よかったー,0.7344302,0.77362955,0.7535204
wrime_9000,手首に傷がなくても、友達がたくさんいても、無難に社会人をしていても、生活に困っていなくても、病んでいる人がたくさんいると思うと、心配されたくなくて、メンヘラだと思われたくなくて、助けてって言えなくて、酸素があるのに溺れているみたいに息ができなくて、喘いでいる人がいると思うと、嫌になる。,neg,-2,-2,13,train,手首に傷がなくても友達いっぱい居ても無難に社会人やってても生活に困ってなくても病んでる人いっぱい居て、心配されたくなくてメンヘラだ面倒臭いって思われたくなくて助けてって言えなくて酸素があるって解ってても溺れてるみたいに息ができなくて喘いでいる人が今も居ると思うと嫌になる。,0.9012552,0.8930928,0.8971554
wrime_8941,今日は、外国の偉い人が来る日です。だから、警察官をたくさん見ます。,neu,0,0,13,train,やたら警察官見るなと思ったら今日海外から偉い人来る日だった。,0.82264394,0.8020065,0.8121941
wrime_7802,0.00001mm のズレは、とても小さな違いです。言葉の遊びと言えるくらいです。器が小さすぎると思います。,neg,-2,-2,12,train,なんで0.00001mmレベルのズレでとやかく言われんといけんのじゃ 言葉の綾だろ 器小さすぎ,0.78339833,0.75921553,0.7711174
wrime_27720,思いつき（ひらめき）があったら、その後にリスクのことも考えてみましょう。,neu,0,0,63,train,"思いつき（ひらめき）がアタリの時ももちろんありますが、その後にリスクのことも考えた方が絶対いい。

",0.91334003,0.85797113,0.88479024
wrime_2506,これから秋葉原に行くよ。,pos,1,2,6,train,今からアキバいくぜ,0.80613506,0.82003826,0.81302726
wrime_17095,日はまた昇る」、YouTubeで急上昇になりました。 投稿コメントを読んで、みんなの思いがジーンと伝わって、 嬉しくなりました。 省吾さんや町支さん、古村さん、福田さん、小田原さん、 長田さんなどのメンバーの皆さん、 私たちファンが約束の地で会えますように。,pos,2,2,27,train,"省吾さんの「日はまた昇る」先程YouTube観てたら
急上昇になっていました。　
投稿コメントを読んでいたら、みんなそれぞれの思いが
ジーンと伝わって嬉しくなりました。

どうか省吾さんや町支さん古村さん福田さん小田原さん
長田さん他メンバーの皆さん、私達ファンが
約束の地で会えますように",0.9306294,0.89774585,0.9138919
wrime_28101,本当に約定したのか、ちょっと怪しいです。,neg,-1,0,66,train,出来高的に本当に約定したのかは怪しい,0.86133593,0.8739174,0.86758107
wrime_12275,ただでさえわけわからん内容なんやけん、しゃんこら喋れや。」 この文は、「難しい内容なので、丁寧に話してください」という意味です。 「しゃんこら」は、「丁寧に」という意味で使われる方言です。 「しゃんこら」という方言は、関西地方で使われています。 「しゃんこら」という方。,neg,-1,-2,17,train,ただでさえわけわからん内容なんやけん、しゃんこら喋れや。,0.75510615,0.9423094,0.8383847
wrime_11958,後ろの人に、「背もたれを倒してもいいですか？」と普通に聞きましょう。,pos,1,1,17,train,後ろの人に背もたれ倒してええか普通に聞ける我の成長よ,0.7763572,0.7923177,0.7842563
wrime_17672,急いでください。,neu,0,-2,30,train,いそげぇ,0.59804964,0.65885127,0.6269798
wrime_1974,大会でデモハンが人気なのは、不利なデッキが少ないからです。特定のデッキをBANできれば強いです。ラダーでは苦手デッキに当たると大変です。,neu,0,0,4,train,大会でデモハンが人気なのはマッチアップは悪くなったけど不利なデッキは相変わらず少ないからだと思う。特定のデッキをBANできれば強い。ラダーだと苦手デッキに当たっちゃうからきついけどな。,0.9210422,0.84256387,0.8800569
wrime_7998,シリアの友達。,neu,0,0,12,train,シリアの知り合い,0.8266386,0.8362161,0.83139974
wrime_3380,競合サイトがクオリティが高いということで、こちらも負けていられないと思います。,pos,1,1,6,train,"競合サイトのクオリティが高くてびっくりしてる。
こっちも負けていられないな！",0.84890985,0.8326753,0.8407143
